",""X1"",""X2""";;;;;;;;
"2957,""I love running this every week. It does a great job. It’s good for hardwood and low carpet. I have a tall, thick throw rug and it will get stuck on it sometimes. It beeps when stuck so I’m notified to help move it alone. I’m glad I finally bought one and would recommend to everyone."",""Reviewed in the United States on May 12, 2019""";;;;;;;;
"2958,""Love it!  I wish I had bought it earlier.  My house is all tiled and it keeps the floors super clean!"",""Reviewed in the United States on May 12, 2019""";;;;;;;;
"2959,""This was worth the value"",""Reviewed in the United States on May 12, 2019""";;;;;;;;
"2960,""I got the Deebot N79S as an early mother's day gift and I absolutely love it! I have tile throughout my house, except in the bedrooms where I have low pile carpet, and this bot does an such an amazing job in all the rooms! I set a daily schedule for it to run and she sets to work without fail. It's super quiet and runs for almost 2 hours. The waste bin is easy to empty as it just slides out the back of the bot, so you don't have to tip it over. I have two very messy boys that make it their life's work to leave as much crumbs on the floor as possible and a cat that sheds half it's body weight on the daily and this bot keeps up with all of them. This thing is incredible! I have also installed the app on my phone which is super user friendly. All in all, best purchase ever! One thing to note, the bot will get caught on cords so just remove any that might be in it's path."",""Reviewed in the United States on May 12, 2019""";;;;;;;;
"2961,""I am not a robot neophyte, having used several Roombas and even a robot lawnmower.  When my latest Roomba went to heaven, I saw this unit came highly recommended and bought it.  I had high hopes, but the first problem was that it couldn't connect to the app via WiFi after several attempts.  After reviewing helpful troubleshooting techniques such as """"make sure your router is connected to the Internet"""" and """"make sure the robot is turned on"""" I gave up on that.  No worries, I thought, I'll just schedule it using the supplied remote control.  Nope.  I just wanted the robot to run every night at 3 am: no big deal.  The first night it seemed to run as desired.  But after that, nothing.  I played around artificially setting the clock to 2:59 am and waiting for the thing to turn on.  It did once or twice, but not reliably.  Forget it, going back to Ecovacs."",""Reviewed in the United States on May 12, 2019""";;;;;;;;
"2962,""This little bot is amazing! We recently upsized and I needed help keeping the floors clean, especially with 2 messy kids. The Deebot picked up so much I couldn’t even believe it!"",""Reviewed in the United States on May 12, 2019""";;;;;;;;
"2963,""This thing is perfect! All my friends want one now."",""Reviewed in the United States on May 12, 2019""";;;;;;;;
"2964,""Great product for the price"",""Reviewed in the United States on May 12, 2019""";;;;;;;;
"2965,""This thing gets stuck on everything. Transitions, floor mats. But it does work."",""Reviewed in the United States on May 12, 2019""";;;;;;;;
"2966,"" Premise: we have a Roomba 805 that started to have problem with docking/charging after less than one year use, so we decided to give this Deebot a try since it was on sale. This review is basically a comparison between these two vacuum models: Deebot N79s vs Roomba 805.Pros of Deebot: light weight, quiet, better docking.Cons: less suction power, and the most serious drawback imo is how it maneuvers the whole floor.I found it very easily to get stuck “by itself”, without any obstacles. If it gets stuck under dining table and chairs, fine, I can understand that. But what’s going on to get stuck in an open space??? Today it just got stuck in my kitchen for 30min and can’t find a way to get out. See the video attached. As a comparison I also ran Roomba in the same space, and it doesn’t have any problem to sweep the whole floor and finished that area in less than 2min. This is not the first time it gets stuck in open space, but just find it really ridiculous to get lost in such an open and clean area. It is like getting a fancy cellphone that has problem making a basic phone call!"",""Reviewed in the United States on May 11, 2019""";;;;;;;;
"2967,""Full disclosure . . . my house is one level, 1K square feet. No carpet, all dark HW or tile, with some rugs but none deep. I have bad back & a cat, no one else to deal with.This vacuum is PERFECT for me. The cat is a manufacturer of mass hair quantities. But every other day this little disc spends an hour zig-zagging thru house and when I send it to its home base, the floors look so good. Are they perfect? Do they look Hazel herself hit every square inch with a wisk-broom? No. But they look good enough to induce unsolicited compliments.Maintenance cleaning of the unit is easy & quick. It's not very loud, noticable but not noisey. While it may not have onboard GPS with a virtual map of Uranus, it gets the floors and rugs looking good enough for company."",""Reviewed in the United States on May 11, 2019""";;;;;;;;
"2968,""Daughter says it works great and sucks up the cat hair."",""Reviewed in the United States on May 11, 2019""";;;;;;;;
"2969,""Even though this arrived much later than it should have it was worth the wait."",""Reviewed in the United States on May 11, 2019""";;;;;;;;
