",""X1"",""X2""";;;;;;;;;
"1959,""Love this product. Use it everyday!"",""Reviewed in the United States on August 10, 2019""";;;;;;;;;
"1960,""Nice one ."",""Reviewed in the United States on August 10, 2019""";;;;;;;;;
"1961,""This “sucker” works great.  Only issue I’ve had is that I cannot get the mobile app to work with it."",""Reviewed in the United States on August 10, 2019""";;;;;;;;;
"1962,""Initially I loved this vacuum.  I have two dogs and its a daily struggle sweeping up all their hair.  This vacuum was great because it greatly diminished the amount of sweeping I was doing.  However, after about 6 months the vacuum stopped charging.  It makes an initial connection and then just won't charge!  So I spent $200 on a vacuum that worked maybe 6 months!  Waste of money!"",""Reviewed in the United States on August 10, 2019""";;;;;;;;;
"1963,""Love this vacuum! Works great"",""Reviewed in the United States on August 9, 2019""";;;;;;;;;
"1964,""Works great until it stops working. Unfortunately my stopped working. We thought it was the battery.  Searched for a replacement there is no battery replacement.  Read other reviews same issue.  This should be disclosed in big bold letters.  Disappointed customer."",""Reviewed in the United States on August 9, 2019""";;;;;;;;;
"1965,""I received mine as a gift March of 2018.  I was absolutely in love with it and still am. Although it doesn’t always find its way home nor does it always get a perfect charge, the convenience it allows has made the inconvenient worth it. I will say it makes some strange noises (after a year and half’s use) and the replacement brushes haven’t been perfect but it’s still working.... Also, I had area rugs that it would get “hung up” on and couldn’t move often finding it stuck and beeping. I have recently moved my area rugs around to different rooms and I’m noticing it can now navigate and clean the rugs it once couldn’t. I’m assuming it’s a speed thing, when the longer shag rug was in a smaller room, she didn’t have much speed to gain prior to overcoming the rug."",""Reviewed in the United States on August 9, 2019""";;;;;;;;;
"1966,""It worked for like 3 weeks and now has errors and runs for 3 min and beeps"",""Reviewed in the United States on August 9, 2019""";;;;;;;;;
"1967,""Works great."",""Reviewed in the United States on August 9, 2019""";;;;;;;;;
"1968,""At first it was perfect and I loved it. Then it started beeping on the charger after 6 months when it was fully charged until I pressed the button. Then after a month it completely stopped working :( it just beeps at me and won’t charge. I talked to support and deep cleaned it, but it hasn’t fixed and unfortunately I procrastinated emailing them back and I’m just 10 days over my year warranty... so that sucks"",""Reviewed in the United States on August 8, 2019""";;;;;;;;;
"1969,""Works great!"",""Reviewed in the United States on August 8, 2019""";;;;;;;;;
"1970,""Purchased my original ecovac over a year ago and it worked great, until it stopped working within a year. After numerous tech support emails back-and-forth the customer service department finally replaced my unit with a model N79s. Which again worked great, until it died under less than a year later AGAIN. Starting to see a trend...However this time customer service decided they were going to use the purchase date of my original unit which was past their year warranty. I find that interesting seeing that they sent me a new model, which died within that models year warrany. Buy instead of standing behind their product they defaulted to the warranty for the product I sent back to them a long time ago.I feel cheated out of the warranty for the model that is within warranty, as well as disappointed that this company is not willing to stand behind their faulty products.This companies actions are unfair and deceptive.I warn all who are looking to purchase an ecovacs, DONT! Look for another company selling a similar model that will be honorable and stand behind their warranty. Because products fail all the time, but the difference is how did they value your business."",""Reviewed in the United States on August 8, 2019""";;;;;;;;;
"1971,""I wish I would’ve bought this sooner! I compared to the pricier vacuum bots, there were not vast differences. Purchased during prime day and it is the best decision I have made for my home. My floors (tile) feel great. I don’t use this for carpet."",""Reviewed in the United States on August 8, 2019""";;;;;;;;;
"1972,""My husband bought this for me as a surprise - I LOVE IT!!!  His name is V-Bot and he runs everyday at 8:00 AM for 1 hour.  The first week we let V-Bot run a little longer and were amazed at all he got off the floor every day.  If he gets stuck he beeps so you can find him.  If nobody is home, he automatically turns off until he is located so the battery doesnt where down.  He automatically plugs in every day to recharge....we only have to empty when he is full.  The little guy does the whole house.  LIke I said - I LOVE IT (him) - one of the best presents i have every received. ";"-D"",""Reviewed in the United States on August 8, 2019""";;;;;;;;
